#           v(1)       v(4)       v(3)       i(Vbias)   i(Rs.Xcel1 i(Rs.Xcel4 i(Rs.Xcel1 i(Rs.Xcel1
 2.21       0.57845    1.0532     1.7353     9.8626     1.2968     1.2968     4.2829     4.2829    
 2.22       0.57845    1.0632     1.7354     9.8613     1.2967     1.2967     4.2823     4.2823    
 2.23       0.57845    1.0732     1.7354     9.8599     1.2966     1.2966     4.2816     4.2816    
 2.24       0.57845    1.0832     1.7354     9.8585     1.2965     1.2965     4.281      4.281     
 2.25       0.57845    1.0932     1.7354     9.857      1.2964     1.2964     4.2803     4.2803    
 2.26       0.57846    1.1032     1.7354     9.8555     1.2963     1.2963     4.2796     4.2796    
 2.27       0.57846    1.1132     1.7354     9.8539     1.2962     1.2962     4.2788     4.2788    
 2.28       0.57846    1.1232     1.7354     9.8522     1.2961     1.2961     4.2781     4.2781    
 2.29       0.57846    1.1332     1.7354     9.8505     1.296      1.296      4.2772     4.2772    
 2.3        0.57846    1.1432     1.7354     9.8487     1.2959     1.2959     4.2764     4.2764    
 2.31       0.57846    1.1532     1.7354     9.8468     1.2958     1.2958     4.2755     4.2755    
 2.32       0.57846    1.1632     1.7354     9.8449     1.2957     1.2957     4.2746     4.2746    
 2.33       0.57846    1.1732     1.7354     9.8429     1.2956     1.2956     4.2736     4.2736    
 2.34       0.57847    1.1832     1.7354     9.8408     1.2955     1.2955     4.2726     4.2726    
 2.35       0.57847    1.1932     1.7354     9.8386     1.2954     1.2954     4.2716     4.2716    
 2.36       0.57847    1.2032     1.7354     9.8363     1.2953     1.2953     4.2705     4.2705    
 2.37       0.57847    1.2132     1.7354     9.8339     1.2952     1.2952     4.2693     4.2693    
 2.38       0.57847    1.2232     1.7354     9.8314     1.2951     1.2951     4.2681     4.2681    
 2.39       0.57847    1.2332     1.7354     9.8288     1.295      1.295      4.2669     4.2669    
 2.4        0.57847    1.2432     1.7354     9.8261     1.2949     1.2949     4.2656     4.2656    
 2.41       0.57848    1.2531     1.7354     9.8233     1.2948     1.2948     4.2643     4.2643    
 2.42       0.57848    1.2631     1.7354     9.8204     1.2947     1.2947     4.2629     4.2629    
 2.43       0.57848    1.2731     1.7354     9.8174     1.2946     1.2946     4.2614     4.2614    
 2.44       0.57848    1.2831     1.7354     9.8142     1.2945     1.2945     4.2598     4.2598    
 2.45       0.57848    1.2931     1.7354     9.8109     1.2944     1.2944     4.2582     4.2582    
 2.46       0.57848    1.3031     1.7354     9.8075     1.2943     1.2943     4.2566     4.2566    
 2.47       0.57848    1.3131     1.7354     9.8039     1.2942     1.2942     4.2548     4.2548    
 2.48       0.57848    1.3231     1.7355     9.8002     1.2941     1.2941     4.253      4.253     
 2.49       0.57849    1.3331     1.7355     9.7963     1.294      1.294      4.2511     4.2511    
 2.5        0.57849    1.3431     1.7355     9.7922     1.2939     1.2939     4.2491     4.2491    
 2.51       0.57849    1.3531     1.7355     9.788      1.2938     1.2938     4.2471     4.2471    
 2.52       0.57849    1.3631     1.7355     9.7836     1.2937     1.2937     4.2449     4.2449    
 2.53       0.57849    1.3731     1.7355     9.779      1.2936     1.2936     4.2427     4.2427    
 2.54       0.57849    1.3831     1.7355     9.7742     1.2935     1.2935     4.2403     4.2403    
 2.55       0.57849    1.3931     1.7355     9.7692     1.2934     1.2934     4.2379     4.2379    
 2.56       0.57849    1.4031     1.7355     9.764      1.2933     1.2933     4.2353     4.2353    
 2.57       0.5785     1.4131     1.7355     9.7585     1.2932     1.2932     4.2326     4.2326    
 2.58       0.5785     1.4231     1.7355     9.7529     1.2931     1.2931     4.2299     4.2299    
 2.59       0.5785     1.4331     1.7355     9.7469     1.293      1.293      4.227      4.227     
 2.6        0.5785     1.4431     1.7355     9.7408     1.2929     1.2929     4.2239     4.2239    
 2.61       0.5785     1.4531     1.7355     9.7343     1.2928     1.2928     4.2208     4.2208    
 2.62       0.5785     1.4631     1.7355     9.7276     1.2927     1.2927     4.2175     4.2175    
 2.63       0.5785     1.4731     1.7355     9.7206     1.2926     1.2926     4.214      4.214     
 2.64       0.57851    1.4831     1.7355     9.7134     1.2925     1.2925     4.2104     4.2104    
 2.65       0.57851    1.4931     1.7355     9.7057     1.2924     1.2924     4.2067     4.2067    
 2.66       0.57851    1.5031     1.7355     9.6978     1.2923     1.2923     4.2027     4.2027    
 2.67       0.57851    1.5131     1.7355     9.6895     1.2922     1.2922     4.1986     4.1986    
 2.68       0.57851    1.5231     1.7355     9.6809     1.2921     1.2921     4.1944     4.1944    
 2.69       0.57851    1.5331     1.7355     9.6719     1.292      1.292      4.1899     4.1899    
 2.7        0.57851    1.5431     1.7355     9.6625     1.2919     1.2919     4.1853     4.1853    
 2.71       0.57851    1.5531     1.7355     9.6527     1.2918     1.2918     4.1804     4.1804    
 2.72       0.57852    1.5631     1.7355     9.6424     1.2917     1.2917     4.1754     4.1754    
 2.73       0.57852    1.5731     1.7356     9.6318     1.2916     1.2916     4.1701     4.1701    
 2.74       0.57852    1.5831     1.7356     9.6206     1.2915     1.2915     4.1646     4.1646    
 2.75       0.57852    1.5931     1.7356     9.609      1.2914     1.2914     4.1588     4.1588    
 2.76       0.57852    1.6031     1.7356     9.5969     1.2913     1.2913     4.1528     4.1528    
 2.77       0.57852    1.6131     1.7356     9.5842     1.2912     1.2912     4.1465     4.1465    
 2.78       0.57852    1.623      1.7356     9.571      1.2911     1.2911     4.14       4.14      
 2.79       0.57852    1.633      1.7356     9.5573     1.291      1.291      4.1331     4.1331    
 2.8        0.57853    1.643      1.7356     9.5429     1.2909     1.2909     4.126      4.126     
 2.81       0.57853    1.653      1.7356     9.5279     1.2908     1.2908     4.1185     4.1185    
 2.82       0.57853    1.663      1.7356     9.5123     1.2907     1.2907     4.1108     4.1108    
 2.83       0.57853    1.673      1.7356     9.4959     1.2906     1.2906     4.1027     4.1027    
 2.84       0.57853    1.683      1.7356     9.4789     1.2905     1.2905     4.0942     4.0942    
 2.85       0.57853    1.693      1.7356     9.4611     1.2904     1.2904     4.0853     4.0853    
 2.86       0.57853    1.703      1.7356     9.4426     1.2903     1.2903     4.0761     4.0761    
 2.87       0.57854    1.713      1.7356     9.4232     1.2902     1.2902     4.0665     4.0665    
 2.88       0.57854    1.723      1.7356     9.403      1.2901     1.2901     4.0564     4.0564    
 2.89       0.57854    1.733      1.7356     9.3819     1.29       1.29       4.046      4.046     
 2.9        0.57854    1.743      1.7356     9.3599     1.2899     1.2899     4.035      4.035     
 2.91       0.57854    1.753      1.7356     9.337      1.2898     1.2898     4.0236     4.0236    
 2.92       0.57854    1.763      1.7356     9.313      1.2897     1.2897     4.0116     4.0116    
 2.93       0.57854    1.773      1.7356     9.288      1.2896     1.2896     3.9992     3.9992    
 2.94       0.57854    1.783      1.7356     9.2619     1.2895     1.2895     3.9862     3.9862    
 2.95       0.57855    1.793      1.7356     9.2347     1.2894     1.2894     3.9726     3.9726    
 2.96       0.57855    1.803      1.7356     9.2063     1.2893     1.2893     3.9585     3.9585    
 2.97       0.57855    1.813      1.7356     9.1766     1.2892     1.2892     3.9437     3.9437    
